PLAYER,TEAM,AGE,HEIGHT,WEIGHT,,,,,,,,,,,,,,,
John Konchar,MEM,27,6-5,210,,,,,,,,,,,4,15.2,10,54.2,8.2
Kennedy Chandler,MEM,20,5-11,170,,,,,,,,,,,2.9,10.3,15,44,27.8
Kenneth Lofton Jr.,MEM,20,6-6,275,,,,,,,,,,,9.7,19.8,26.7,57.2,19.8
Luke Kennard,MEM,26,6-5,206,,,,,,,,,,,1.2,10.4,14.4,68.4,9.1
Santi Aldama,MEM,22,7-0,215,,,,,,,,,,,4.7,16.2,15.7,59.1,7.6
Steven Adams,MEM,29,6-11,265,,,,,,,,,,,17.1,22.2,13.9,56.4,10.7
Tyus Jones,MEM,26,6-2,196,,,,,,,,,,,1.4,8.4,17.5,54.6,28.6
Vince Williams Jr.,MEM,22,6-4,205,,,,,,,,,,,3,12,17.6,36.7,6.2
Xavier Tillman,MEM,24,6-7,245,,,,,,,,,,,9.5,15.5,13.6,62.1,10.9
Ziaire Williams,MEM,21,6-9,185,,,,,,,,,,,2.8,10.5,17.8,51.1,8.6
Anthony Davis,LAL,30,6-10,253,,,,,,,,,,,10.2,24.8,27.7,62.7,12.8
Austin Reaves,LAL,24,6-5,197,,,,,,,,,,,1.8,7.9,15.4,68.7,15.5
Cole Swider,LAL,24,6-9,220,,,,,,,,,,,2.4,15.8,8.9,50,10.5
D'Angelo Russell,LAL,27,6-4,193,,,,,,,,,,,1.6,7.5,22.5,60.5,27.4
Davon Reed,LAL,27,6-5,206,,,,,,,,,,,3.1,14.6,14.2,47.1,9.9
Dennis Schroder,LAL,29,6-1,172,,,,,,,,,,,1.1,6.7,18.3,54.5,20.2
Jarred Vanderbilt,LAL,24,6-8,214,,,,,,,,,,,9,21.6,13.6,60.4,13.4
LeBron James,LAL,38,6-9,250,,,,,,,,,,,3.3,19.1,32.2,58.3,30.8
Lonnie Walker IV,LAL,24,6-4,204,,,,,,,,,,,1.1,6.9,19.8,57,7.1
Malik Beasley,LAL,26,6-4,187,,,,,,,,,,,1.6,11.6,20.7,53.1,8.6
Max Christie,LAL,20,6-5,190,,,,,,,,,,,1.2,12.6,10,56.6,5.4
Mo Bamba,LAL,24,7-0,231,,,,,,,,,,,7.6,19.8,16.6,60.2,8.6
Rui Hachimura,LAL,25,6-8,230,,,,,,,,,,,3.6,14.1,19.4,55.6,6
Scotty Pippen Jr.,LAL,22,6-1,170,,,,,,,,,,,5,5.7,23.1,43.9,12.5
Shaquille Harrison,LAL,29,6-4,195,,,,,,,,,,,0.8,18.4,16.2,51.6,30.6
Sterling Brown,LAL,28,6-5,219,,,,,,,,,,,9.1,15.2,6.1,0,7.7
Troy Brown Jr.,LAL,23,6-7,215,,,,,,,,,,,3.3,12.3,11.9,56.1,6.7
Wenyen Gabriel,LAL,26,6-9,205,,,,,,,,,,,11.1,15.2,13.5,62.6,4.9
Amir Coffey,LAC,25,6-7,210,,,,,,,,,,,2.6,5.5,12.8,49.8,11.9
Bones Hyland,LAC,22,6-2,169,,,,,,,,,,,1.9,11.1,27.1,53.5,24.5
Brandon Boston Jr.,LAC,21,6-6,188,,,,,,,,,,,2.4,9.8,23.7,51.5,12.9
Eric Gordon,LAC,34,6-3,215,,,,,,,,,,,0.8,5.9,17.1,58.7,13.3
Ivica Zubac,LAC,26,7-0,240,,,,,,,,,,,11.4,23.8,14.9,66.1,5
Jason Preston,LAC,23,6-3,181,,,,,,,,,,,1.4,17.5,16.6,48.9,30.7
John Wall,LAC,32,6-3,210,,,,,,,,,,,1.8,9.6,25.9,49.7,38
Kawhi Leonard,LAC,31,6-7,225,,,,,,,,,,,3.4,16,26.7,62.3,19
Marcus Morris Sr.,LAC,33,6-8,218,,,,,,,,,,,1.7,12.7,17.6,53.4,9
Mason Plumlee,LAC,33,7-0,254,,,,,,,,,,,10.5,23.8,14.9,68.9,16.6
Moussa Diabate,LAC,21,6-10,210,,,,,,,,,,,13.7,10.6,12.5,54.6,2.9
Nicolas Batum,LAC,34,6-8,230,,,,,,,,,,,3.6,13.5,11.1,59.4,9.5
Norman Powell,LAC,29,6-4,215,,,,,,,,,,,1.5,9.3,25.1,61.2,11.5
Paul George,LAC,33,6-8,220,,,,,,,,,,,2.5,15.3,29.4,58.8,23.7
Robert Covington,LAC,32,6-7,209,,,,,,,,,,,3.8,16.4,14.9,58.4,10.5
Russell Westbrook,LAC,34,6-3,200,,,,,,,,,,,4.2,14.7,26.6,51.3,36.4
Terance Mann,LAC,26,6-5,215,,,,,,,,,,,4.2,10.7,14.9,61.9,13.9
Xavier Moon,LAC,28,6-0,165,,,,,,,,,,,0,15,23.3,38.9,45.5
Aaron Nesmith,IND,23,6-5,215,,,,,,,,,,,3.3,11.9,16.8,56.6,7.3
Andrew Nembhard,IND,23,6-3,191,,,,,,,,,,,1.6,7.8,15.9,52.8,22.2
Bennedict Mathurin,IND,20,6-5,210,,,,,,,,,,,3.7,10.3,23.5,56.6,7.8
Buddy Hield,IND,30,6-4,220,,,,,,,,,,,2.7,13.2,20.5,61.4,13.1
Chris Duarte,IND,25,6-5,190,,,,,,,,,,,2,10.6,18.1,49.6,10.1
Daniel Theis,IND,31,6-8,245,,,,,,,,,,,5.9,14.7,20.1,49.7,12.5
Gabe York,IND,29,6-3,190,,,,,,,,,,,0,9.4,17.3,54.8,10.9
George Hill,IND,37,6-4,188,,,,,,,,,,,1.7,7.7,11,61,17.8
Isaiah Jackson,IND,21,6-9,205,,,,,,,,,,,10,15.9,16.5,59.5,7.1
Jalen Smith,IND,23,6-9,215,,,,,,,,,,,9.3,20.1,20.1,56.5,7.6
James Johnson,IND,36,6-7,240,,,,,,,,,,,2.2,17.3,15.2,48.6,13.5
Jordan Nwora,IND,24,6-9,225,,,,,,,,,,,4.1,14.7,18.7,56.1,10.7
Kendall Brown,IND,19,6-7,205,,,,,,,,,,,5.1,8.9,9.3,57.1,9.1
Myles Turner,IND,27,6-11,250,,,,,,,,,,,4.9,20.5,22.5,65.1,7.4
Oshae Brissett,IND,24,6-7,210,,,,,,,,,,,5.4,14.4,15.5,52,5.5
T.J. McConnell,IND,31,6-1,190,,,,,,,,,,,2.8,12.3,18.2,59,39
Trevelin Queen,IND,26,6-6,190,,,,,,,,,,,8.6,13.8,19.4,33.7,10.9
Tyrese Haliburton,IND,23,6-5,185,,,,,,,,,,,1.8,9.2,23.8,62.4,45.7
Alperen Sengun,HOU,20,6-11,243,,,,,,,,,,,10.7,20.4,21.1,59.9,19.9
Boban Marjanovic,HOU,34,7-4,290,,,,,,,,,,,12.1,22.6,20.6,71,7.9
Daishen Nix,HOU,21,6-4,226,,,,,,,,,,,1.8,9.1,14.9,44.7,19.1
Darius Days,HOU,23,6-7,245,,,,,,,,,,,3.4,22.7,21,58.2,6.7
Frank Kaminsky,HOU,30,7-0,240,,,,,,,,,,,2.9,20.7,14.6,63.5,19.4
Jabari Smith Jr.,HOU,19,6-11,220,,,,,,,,,,,4.7,18,18.3,51.4,5.9
Jae'Sean Tate,HOU,27,6-5,230,,,,,,,,,,,5.4,11.4,17.8,54.6,18.4
Jalen Green,HOU,21,6-4,186,,,,,,,,,,,1.6,9.3,27.4,53.8,16.9
Josh Christopher,HOU,21,6-4,215,,,,,,,,,,,2.4,6.8,21.5,52.3,14.9
Kenyon Martin Jr.,HOU,22,6-7,215,,,,,,,,,,,5.2,14.3,16,63.5,7.9
Kevin Porter Jr.,HOU,23,6-4,203,,,,,,,,,,,3.6,11.7,23.9,56.5,26
Tari Eason,HOU,21,6-8,215,,,,,,,,,,,10.1,17.2,18.4,52.5,7.5
Trevor Hudgins,HOU,24,6-0,180,,,,,,,,,,,0,0,17.7,43.6,17.6
TyTy Washington Jr.,HOU,21,6-3,195,,,,,,,,,,,0.4,9.9,17,43.2,15.2
Usman Garuba,HOU,21,6-8,229,,,,,,,,,,,11,19.4,9.9,56.9,9.6
Andre Iguodala,GSW,39,6-6,215,,,,,,,,,,,2.7,11.3,8.9,52.1,18.3
Andrew Wiggins,GSW,28,6-7,197,,,,,,,,,,,5,10.1,21.2,56.4,10
Anthony Lamb,GSW,25,6-6,227,,,,,,,,,,,4.7,12.9,13.6,61,11.1
Donte DiVincenzo,GSW,26,6-4,203,,,,,,,,,,,4.1,12.3,14.6,59.3,17.6
Draymond Green,GSW,33,6-6,230,,,,,,,,,,,2.9,18.5,12.9,59.2,26.8
Gary Payton II,GSW,30,6-2,195,,,,,,,,,,,6.9,12.1,10.1,70.1,10.6
JaMychal Green,GSW,32,6-9,227,,,,,,,,,,,8.7,16.4,16.9,65,9.4
Jonathan Kuminga,GSW,20,6-7,225,,,,,,,,,,,5.2,11.3,19.5,59.7,13.2
Jordan Poole,GSW,23,6-4,194,,,,,,,,,,,1.3,7.3,28.2,57.3,23.4
Kevon Looney,GSW,27,6-9,222,,,,,,,,,,,13.5,23.4,10.4,63.9,13.6
Klay Thompson,GSW,33,6-6,220,,,,,,,,,,,1.7,10.1,25.6,57.6,10.5
Lester Quinones,GSW,22,6-4,208,,,,,,,,,,,7.1,8.7,28.3,65.4,12.5
Moses Moody,GSW,20,6-5,211,,,,,,,,,,,3.4,9.1,14.1,60.3,8.5
Patrick Baldwin Jr.,GSW,20,6-9,220,,,,,,,,,,,0.4,18.8,22.7,54.6,8.3
Ryan Rollins,GSW,20,6-3,180,,,,,,,,,,,4.3,15.3,26,50.8,21.4
Stephen Curry,GSW,35,6-2,185,,,,,,,,,,,2,14.7,29.7,65.6,27.4
Ty Jerome,GSW,25,6-5,195,,,,,,,,,,,0.9,9.1,14.7,59.4,23.3
Alec Burks,DET,31,6-6,214,,,,,,,,,,,1.7,12.4,21.8,60.2,15
Bojan Bogdanovic,DET,34,6-7,226,,,,,,,,,,,1.8,9.9,25.1,62.7,13.3
Braxton Key,DET,26,6-8,225,,,,,,,,,,,0,6.7,9.1,106.4,0
Buddy Boeheim,DET,23,6-6,205,,,,,,,,,,,2.2,4.3,13.1,28.7,5.9
Cade Cunningham,DET,21,6-7,220,,,,,,,,,,,2.7,14.8,28.7,49.2,30.6
Cory Joseph,DET,31,6-3,200,,,,,,,,,,,1.6,7,14.9,55.8,25.6
Eugene Omoruyi,DET,26,6-6,235,,,,,,,,,,,6.5,11,19.2,53.3,6.5
Hamidou Diallo,DET,24,6-5,202,,,,,,,,,,,5.6,13.6,21,59.3,8.8
Isaiah Livers,DET,24,6-6,232,,,,,,,,,,,2.3,9.6,11.7,56.7,4.8
Isaiah Stewart,DET,21,6-8,250,,,,,,,,,,,7.8,20.2,17,56,7.3
Jaden Ivey,DET,21,6-4,195,,,,,,,,,,,3,9.4,25.1,52.8,26.9
Jalen Duren,DET,19,6-11,250,,,,,,,,,,,13,22.1,13.9,65.5,6.9
James Wiseman,DET,22,7-0,240,,,,,,,,,,,8.4,23.1,21.2,58.9,5.7
Jared Rhoden,DET,23,6-6,210,,,,,,,,,,,5.5,13.5,10.6,48.2,2.8
Killian Hayes,DET,21,6-5,195,,,,,,,,,,,1.2,9.2,20.1,45.5,32.5
Marvin Bagley III,DET,24,6-10,235,,,,,,,,,,,9.1,17.9,20.2,58.7,5.8
R.J. Hampton,DET,22,6-4,175,,,,,,,,,,,2.4,9.3,17.5,55.8,11
Rodney McGruder,DET,31,6-4,205,,,,,,,,,,,3.5,10.9,13.5,56.6,7.1
Stanley Umude,DET,24,6-6,210,,,,,,,,,,,0,0,50,53.2,0
Aaron Gordon,DEN,27,6-8,235,,,,,,,,,,,8.6,13.6,20.6,61.7,12.9
Bruce Brown,DEN,26,6-4,202,,,,,,,,,,,2.9,11.6,17.4,57.1,16.4
Christian Braun,DEN,22,6-6,220,,,,,,,,,,,4.2,11.2,12.7,56.8,7
DeAndre Jordan,DEN,34,6-11,265,,,,,,,,,,,9.4,25.2,13.4,73.1,8.4
Ish Smith,DEN,34,6-0,175,,,,,,,,,,,1.4,11.6,18.7,40.7,35.2
Jack White,DEN,25,6-7,225,,,,,,,,,,,8.6,17.7,13.3,51.7,9.3
Jamal Murray,DEN,26,6-4,215,,,,,,,,,,,2.4,9.9,25.6,57.1,26.5
Jeff Green,DEN,36,6-8,235,,,,,,,,,,,3.5,9.6,16.7,57.6,9.5
Kentavious Caldwell-Pope,DEN,30,6-5,204,,,,,,,,,,,1.6,7.4,13.6,59.8,9.2
Michael Porter Jr.,DEN,24,6-10,218,,,,,,,,,,,3.8,15.1,22,62.1,4.8
Nikola Jokic,DEN,28,6-11,284,,,,,,,,,,,8,28.3,26.3,70.1,41.2
Peyton Watson,DEN,20,6-7,200,,,,,,,,,,,4.3,13.9,17.4,55.3,8.7
Reggie Jackson,DEN,33,6-2,208,,,,,,,,,,,1.5,7.1,20.5,51.4,21.1
Thomas Bryant,DEN,25,6-10,248,,,,,,,,,,,8.1,22.3,18.1,68.2,4.2
Vlatko Cancar,DEN,26,6-8,236,,,,,,,,,,,2.7,11.9,13.4,60.6,12.5
Zeke Nnaji,DEN,22,6-9,240,,,,,,,,,,,8.7,9.9,14.9,62,4
A.J. Lawson,DAL,22,6-6,179,,,,,,,,,,,4.6,15.2,18.9,58.9,3.2
Chris Silva,DAL,26,6-8,234,,,,,,,,,,,0,0,25,100,0
Christian Wood,DAL,27,6-9,214,,,,,,,,,,,5.3,23.8,25.9,62.4,11.9
Davis Bertans,DAL,30,6-10,225,,,,,,,,,,,2,8.6,15.5,61.8,6.5
Dwight Powell,DAL,31,6-10,240,,,,,,,,,,,10.6,12,12.3,73.8,6.7
Facundo Campazzo,DAL,32,5-10,195,,,,,,,,,,,0,4.1,14.4,36,30
Frank Ntilikina,DAL,24,6-4,200,,,,,,,,,,,1.1,8.6,12.5,46.1,12.7
JaVale McGee,DAL,35,7-0,270,,,,,,,,,,,8.6,19.9,21.4,65,5.1
Jaden Hardy,DAL,20,6-3,198,,,,,,,,,,,1.5,10.6,24.8,57.1,14.7
Josh Green,DAL,22,6-7,200,,,,,,,,,,,3.7,8.7,14,64.5,9.6
Justin Holiday,DAL,34,6-6,180,,,,,,,,,,,0.7,6.7,13.2,49.4,8
Kemba Walker,DAL,33,6-0,184,,,,,,,,,,,2,9,21.5,54.3,21.6
Kyrie Irving,DAL,31,6-2,195,,,,,,,,,,,2.9,10.7,28.6,61.3,23.3
Luka Doncic,DAL,24,6-7,230,,,,,,,,,,,2.4,22.4,36.8,60.9,40.8
Markieff Morris,DAL,33,6-9,245,,,,,,,,,,,3.7,15,15.9,55.3,11.4
Maxi Kleber,DAL,31,6-10,240,,,,,,,,,,,3.3,11.6,10,59.2,7.9
McKinley Wright IV,DAL,24,5-11,192,,,,,,,,,,,2.6,10.9,16,53.6,27.5
Reggie Bullock,DAL,32,6-6,205,,,,,,,,,,,1.4,11.2,9.8,57.7,6.3
Theo Pinson,DAL,27,6-7,212,,,,,,,,,,,2.9,16.3,13.6,51.2,19.6
Tim Hardaway Jr.,DAL,31,6-5,205,,,,,,,,,,,1,10.8,20.1,55.4,8.8
Tyler Dorsey,DAL,27,6-4,180,,,,,,,,,,,10,10,22.7,90,0
Caris LeVert,CLE,28,6-6,205,,,,,,,,,,,2.4,10.5,18.3,54.6,18.2
Cedi Osman,CLE,28,6-7,230,,,,,,,,,,,1.7,10,17.8,57.9,10.7
Danny Green,CLE,35,6-6,215,,,,,,,,,,,2.3,8,18.7,61.7,6.5
Darius Garland,CLE,23,6-1,192,,,,,,,,,,,1.2,6.7,26.2,58.7,32.8
Dean Wade,CLE,26,6-9,228,,,,,,,,,,,2.3,14.6,10,55,5.6
Donovan Mitchell,CLE,26,6-1,215,,,,,,,,,,,2.7,9.7,31,61.4,20.5
Dylan Windler,CLE,26,6-7,196,,,,,,,,,,,0,0,18.2,83.3,20
Evan Mobley,CLE,21,6-11,215,,,,,,,,,,,7.3,20,19.9,59.1,12.2
Isaac Okoro,CLE,22,6-5,225,,,,,,,,,,,3.3,8.5,11.7,61.4,7
Isaiah Mobley,CLE,23,6-8,238,,,,,,,,,,,5.3,17.4,16.6,52.1,5.4
Jarrett Allen,CLE,25,6-9,243,,,,,,,,,,,10.7,21,16.2,67,7.3
Lamar Stevens,CLE,25,6-6,230,,,,,,,,,,,4.6,14.5,13.6,52.4,4
Mamadi Diakite,CLE,26,6-9,228,,,,,,,,,,,5.1,13.3,16.4,56,7
Raul Neto,CLE,30,6-2,180,,,,,,,,,,,2.2,7.1,13.3,62.8,22.6
Ricky Rubio,CLE,32,6-2,190,,,,,,,,,,,1.5,11.2,17.2,44.2,29.5
Robin Lopez,CLE,35,7-0,281,,,,,,,,,,,7.5,9.7,15.6,67.5,10.5
Sam Merrill,CLE,26,6-4,205,,,,,,,,,,,0,16.7,17.7,54.6,14.3
Alex Caruso,CHI,29,6-5,186,,,,,,,,,,,2.8,9.9,10.9,58.8,15.5
Andre Drummond,CHI,29,6-11,279,,,,,,,,,,,16,35.3,19.6,60.6,5.7
Ayo Dosunmu,CHI,23,6-5,200,,,,,,,,,,,2.2,8.1,14.5,56.7,13.5
Carlik Jones,CHI,25,6-0,174,,,,,,,,,,,1.6,6.9,15.3,54,13.3
Coby White,CHI,23,6-5,195,,,,,,,,,,,0.9,11,17,57.2,15.9
Dalen Terry,CHI,20,6-7,195,,,,,,,,,,,5.6,11.7,17.3,52.3,15.7
DeMar DeRozan,CHI,33,6-6,220,,,,,,,,,,,1.3,11.6,27.2,59.2,22.2
Derrick Jones Jr.,CHI,26,6-6,210,,,,,,,,,,,6.9,9.8,13.8,59.7,5.2
Javonte Green,CHI,29,6-5,205,,,,,,,,,,,5.7,11.9,12.8,64.6,6.2
Malcolm Hill,CHI,27,6-6,220,,,,,,,,,,,0,21.4,16.7,62.5,0
Marko Simonovic,CHI,23,7-0,220,,,,,,,,,,,4.3,5.9,14.5,38.1,0
Nikola Vucevic,CHI,32,6-10,260,,,,,,,,,,,6.2,27.4,21.8,59.4,14.6
Patrick Beverley,CHI,34,6-2,180,,,,,,,,,,,2.5,11.1,10.7,53.4,13.7
Patrick Williams,CHI,21,6-7,215,,,,,,,,,,,3.6,10.7,15.6,57.6,5.9
Terry Taylor,CHI,23,6-4,230,,,,,,,,,,,8.8,7.6,12.9,55.7,5.2
Tony Bradley,CHI,25,6-11,248,,,,,,,,,,,2.9,27.8,17.4,69,4.2
Zach LaVine,CHI,28,6-5,200,,,,,,,,,,,1.6,10.8,27.8,60.7,18.7
Bryce McGowens,CHA,20,6-6,175,,,,,,,,,,,2.5,8.8,14.7,51.9,9.8
Cody Martin,CHA,27,6-6,205,,,,,,,,,,,5.6,10.9,12.1,44.8,11.1
Dennis Smith Jr.,CHA,25,6-2,205,,,,,,,,,,,1.8,9.3,17.5,47.5,27.5
Gordon Hayward,CHA,33,6-7,225,,,,,,,,,,,2,11.2,19.6,56.3,18.7
JT Thor,CHA,20,6-9,203,,,,,,,,,,,3.5,11.5,13,50.6,5.4
James Bouknight,CHA,22,6-4,190,,,,,,,,,,,1.5,11.6,19.2,46.3,11.7
Kai Jones,CHA,22,6-11,221,,,,,,,,,,,6.5,14.6,12.1,59.7,4.1
Kelly Oubre Jr.,CHA,27,6-6,203,,,,,,,,,,,3.8,12.1,25.7,53.4,5.7
Kobi Simmons,CHA,25,6-5,180,,,,,,,,,,,3.6,8.8,11.9,36.3,31.3
LaMelo Ball,CHA,21,6-7,180,,,,,,,,,,,3.1,14.7,28.9,54.1,35.2
Mark Williams,CHA,21,7-0,240,,,,,,,,,,,10.6,23.2,16.8,65.9,3.3
Nick Richards,CHA,25,7-0,245,,,,,,,,,,,11.3,21,15.1,67.6,4.6
P.J. Washington,CHA,24,6-7,230,,,,,,,,,,,2.8,11.8,20,54.2,10.7
Svi Mykhailiuk,CHA,25,6-7,205,,,,,,,,,,,3.2,7.9,19.1,58.4,16.7
Terry Rozier,CHA,29,6-1,190,,,,,,,,,,,2.1,9.5,26.2,51.7,22
Theo Maledon,CHA,21,6-5,175,,,,,,,,,,,1.6,12.8,16.6,51.5,24.7
Xavier Sneed,CHA,25,6-5,215,,,,,,,,,,,0,8.5,13.6,72.3,16.7
Al Horford,BOS,36,6-9,240,,,,,,,,,,,3.9,15.9,11.9,63.1,12.8
Blake Griffin,BOS,34,6-9,250,,,,,,,,,,,7.9,19.5,12.5,59,14.2
Derrick White,BOS,28,6-4,190,,,,,,,,,,,2.3,9.8,17.4,60.4,19.1
Grant Williams,BOS,24,6-6,236,,,,,,,,,,,4.2,13.4,12.8,60.5,8.6
JD Davison,BOS,20,6-1,195,,,,,,,,,,,3.3,9.3,15.7,47.8,23.4
Jaylen Brown,BOS,26,6-6,223,,,,,,,,,,,3.2,15.2,30.7,58.1,16.3
Jayson Tatum,BOS,25,6-8,210,,,,,,,,,,,2.9,20,31.9,60.7,20.5
Justin Champagnie,BOS,21,6-6,206,,,,,,,,,,,8.8,17.9,18.8,36.7,14.8
Justin Jackson,BOS,28,6-8,220,,,,,,,,,,,1.7,11.9,12.2,35.9,14.5
Luke Kornet,BOS,27,7-2,250,,,,,,,,,,,10.6,12.5,11.1,69.7,9.3
Malcolm Brogdon,BOS,30,6-4,229,,,,,,,,,,,2.4,13.2,22.3,61.5,22.3
Marcus Smart,BOS,29,6-4,220,,,,,,,,,,,2.4,7.3,17.6,53.8,25.6
Mfiondu Kabengele,BOS,25,6-10,250,,,,,,,,,,,13.2,15.2,10.7,38.1,0
Mike Muscala,BOS,31,6-11,240,,,,,,,,,,,3.8,16.1,14.6,60.8,6.9
Noah Vonleh,BOS,27,6-10,257,,,,,,,,,,,11,17.4,9,50.2,5.1
Payton Pritchard,BOS,25,6-1,195,,,,,,,,,,,3.8,9.4,19.3,53.6,15.3
Robert Williams III,BOS,25,6-9,237,,,,,,,,,,,12.4,20.9,11.3,74.2,8.6
Sam Hauser,BOS,25,6-7,217,,,,,,,,,,,2.7,12.1,14.1,63.4,7.6
Alondes Williams,BKN,23,6-4,210,,,,,,,,,,,0,25,14.3,0,0
Ben Simmons,BKN,26,6-10,240,,,,,,,,,,,4,18.6,14.2,55.9,29.5
Cam Thomas,BKN,21,6-3,210,,,,,,,,,,,0.9,8.9,26.8,56.7,13.3
Cameron Johnson,BKN,27,6-8,210,,,,,,,,,,,2.9,12,20.2,61.7,9.9
David Duke Jr.,BKN,23,6-4,204,,,,,,,,,,,4.9,7.8,18.7,49.7,14.5
Day'Ron Sharpe,BKN,21,6-9,265,,,,,,,,,,,16.8,19,17.3,58.1,9.9
Dorian Finney-Smith,BKN,30,6-7,220,,,,,,,,,,,5.5,10.5,12.9,52.3,7
Dru Smith,BKN,25,6-3,203,,,,,,,,,,,1.2,13.2,13.3,47.5,20.6
Edmond Sumner,BKN,27,6-4,196,,,,,,,,,,,1.9,8.6,20.9,59.7,13
Joe Harris,BKN,31,6-6,220,,,,,,,,,,,1.6,8.9,14.1,62.1,9.1
Mikal Bridges,BKN,26,6-6,209,,,,,,,,,,,2.6,9.4,22.3,58.7,14.1
Moses Brown,BKN,23,7-2,245,,,,,,,,,,,16.5,26.2,18.8,60.7,2.1
Nerlens Noel,BKN,29,6-10,220,,,,,,,,,,,4.7,18.9,11.3,42.4,7.4
Nic Claxton,BKN,24,6-11,215,,,,,,,,,,,8.8,21.3,15.5,69.1,9.1
Patty Mills,BKN,34,6-0,180,,,,,,,,,,,1.4,6.2,18.2,55.4,13.6
RaiQuan Gray,BKN,23,6-7,269,,,,,,,,,,,7.5,17.6,20.5,62.1,35
Royce O'Neale,BKN,29,6-6,226,,,,,,,,,,,2.5,12.9,13.6,53.8,15.5
Seth Curry,BKN,32,6-1,185,,,,,,,,,,,1.1,7.1,18.8,59.3,12.1
Spencer Dinwiddie,BKN,30,6-5,215,,,,,,,,,,,1,9.2,22,57.3,29.7
Yuta Watanabe,BKN,28,6-8,215,,,,,,,,,,,3.4,11.7,12.7,63.7,7.1
AJ Griffin,ATL,19,6-6,220,,,,,,,,,,,2.6,8,17.4,57.7,7
Aaron Holiday,ATL,26,6-0,185,,,,,,,,,,,2.8,5.9,12.9,52.8,13.5
Bogdan Bogdanovic,ATL,30,6-5,225,,,,,,,,,,,1.5,9.3,19.6,58.6,13.4
Bruno Fernando,ATL,24,6-10,240,,,,,,,,,,,12.3,19,15.9,57.1,11.7
Clint Capela,ATL,28,6-10,256,,,,,,,,,,,14.2,26.8,15.1,65.6,4.5
De'Andre Hunter,ATL,25,6-8,221,,,,,,,,,,,2.1,11.2,19.3,56.3,5.9
Dejounte Murray,ATL,26,6-5,180,,,,,,,,,,,1.9,12.7,23.9,54,23.9
Donovan Williams,ATL,21,6-6,190,,,,,,,,,,,0,40,38.5,40,0
Garrison Mathews,ATL,26,6-6,215,,,,,,,,,,,1.4,8.2,13.9,57.3,5.7
Jalen Johnson,ATL,21,6-8,219,,,,,,,,,,,4.7,21.4,15.6,55.4,10.6
Jarrett Culver,ATL,24,6-6,195,,,,,,,,,,,6.5,21.9,16.4,45.2,5.5
John Collins,ATL,25,6-9,226,,,,,,,,,,,3.5,18,16.8,59.3,5.2
Onyeka Okongwu,ATL,22,6-9,240,,,,,,,,,,,11.7,19,15,67.8,6
Saddiq Bey,ATL,24,6-7,215,,,,,,,,,,,4.4,12.7,19.4,56.4,8
Trae Young,ATL,24,6-1,164,,,,,,,,,,,2.1,6.2,31.3,57.3,41.4
Trent Forrest,ATL,24,6-4,210,,,,,,,,,,,1.8,11.7,11.6,42.4,18.6
Tyrese Martin,ATL,24,6-6,215,,,,,,,,,,,6.5,10.9,16.4,44,4.4
Vit Krejci,ATL,22,6-8,195,,,,,,,,,,,3.6,,,,
